Gene	Num
VSIG4	3
KDM5C	3
PMS1	3
TMC6	3
ITGAV	3
TBCD	3
BRD1	3
PLCH1	3
CUL4A	3
TRIM37	3
CDH10	3
KDM2A	3
PDCD1LG2	3
RPS6KA5	3
CASP8AP2	3
KRT31	3
PER2	3
CHRNA9	3
HARS2	3
EPRS1	3
NEU1	3
SAMD12	3
PKDREJ	3
FAM131B	3
AGAP1	3
ANO1	3
ANKFN1	3
CASK	3
APEX2	3
GSDMC	3
YME1L1	3
MRPS5	3
TICRR	3
PLD4	3
MMUT	3
RACGAP1	3
ZNF142	3
CASD1	3
IRF7	3
PDIA2	3
OLFM4	3
MPHOSPH10	3
OR10X1	3
HMGCS1	3
SLC26A9	3
DDX47	3
MST1	3
HHIPL2	3
TSHZ1	3
ZNF658	3
WASHC3	3
CCDC180	3
CASP4	3
CLIP2	3
TENT4A	3
TTBK2	3
TAT	3
EPOR	3
CDK13	3
OR2L2	3
FAM161B	3
OR51D1	3
PAG1	3
GTF2E1	3
ZBTB43	3
KRTAP10-12	3
SCNN1D	3
SYNJ2	3
ZNF284	3
UBXN7	3
ING5	3
NUP98	3
AARD	3
SIGLEC10	3
GPRASP2	3
HOXC10	3
AK9	3
BMS1	3
SERPINE2	3
CDH26	3
ZNF528	3
HTATSF1	3
DCSTAMP	3
ZNF714	3
SPATA31E1	3
C5orf22	3
EBF3	3
TIGD7	3
DTX2	3
LRP5	3
SECISBP2L	3
HEG1	3
ZNF33B	3
PCDHA3	3
MALT1	3
TLX3	3
MAN1A2	3
EPM2A	3
SOWAHB	3
CPT1B	3
DGKK	3
TCF7	3
OR5R1	3
TSSC4	3
GABRB1	3
SLC17A4	3
COLGALT1	3
DHRS9	3
SYDE1	3
CYTIP	3
PFKFB2	3
DYDC1	3
RMDN1	3
PTPN6	3
HADHB	3
PCDHB7	3
HAUS1	3
TARBP1	3
UNC119B	3
GCC2	3
KIRREL1	3
C15orf39	3
BIVM-ERCC5	3
PPP2R5B	3
SLC25A32	3
KCNN4	3
HDLBP	3
CRPPA	3
DPP4	3
TRHR	3
SDHA	3
MMP12	3
CLASRP	3
SEL1L	3
ZNF677	3
GIMAP6	3
CCDC27	3
NKAP	3
SIMC1	3
MICALL1	3
ZKSCAN8	3
RASGRP4	3
SH3BP4	3
OGN	3
KRT83	3
FMO2	3
PPFIBP2	3
HCFC2	3
MYD88	3
PCDHGA2	3
SHOC1	3
KRT72	3
DENND4B	3
CIRBP	3
TCIM	3
DDIAS	3
VARS1	3
TSNARE1	3
RCN2	3
NEO1	3
PGAP1	3
GRIN3B	3
PSME4	3
THBD	3
NRG1	3
CDK18	3
PIK3R4	3
KLHL41	3
SIX5	3
CCR7	3
GARNL3	3
TCN1	3
GPR68	3
KHDRBS2	3
PLOD2	3
TBC1D14	3
ESM1	3
LY9	3
USP31	3
SLC12A5	3
CATSPERE	3
PCSK4	3
GRIK3	3
COL4A3	3
FGD5	3
CHRD	3
ZNF708	3
FAM90A1	3
NBPF3	3
TEAD1	3
RHPN2	3
ZBTB1	3
AOC2	3
NCOA1	3
JKAMP	3
SAMD15	3
FAM71A	3
DDX43	3
CSHL1	3
BRD8	3
RARG	3
KIRREL3	3
NLGN3	3
NKX2-8	3
DPYSL3	3
HOXA2	3
PPP1R26	3
HNRNPLL	3
FNDC3A	3
NAALAD2	3
NUP93	3
LRRC37A3	3
DIS3L	3
AR	3
TGIF2LX	3
OR4A47	3
FOXD4L5	3
EVC	3
HIVEP3	3
CENPJ	3
PPIG	3
PCIF1	3
SHQ1	3
ALG9	3
ZNF398	3
CCDC92	3
LUC7L3	3
CCDC88B	3
SPRR4	3
YY1AP1	3
ZBED1	3
PHC2	3
MAGEC1	3
ALOX5	3
THAP12	3
ACTN2	3
ZFP42	3
LARP1	3
OR51G2	3
CCAR1	3
LRRC71	3
SELENOO	3
GPR161	3
PCDHB4	3
KLHL23	3
EGLN2	3
OR6M1	3
POC5	3
LILRB1	3
EEF2	3
AASS	3
GNB5	3
ZIC4	3
OTOL1	3
ADAM23	3
PGP	3
DDX39B	3
BLNK	3
PRKAG2	3
CTC1	3
CIBAR2	3
PHF21B	3
PLXNA2	3
BBOX1	3
DUSP8	3
LRRC3B	3
JAG2	3
SPHK1	3
ZNF567	3
YIPF1	3
BVES	3
OR8B4	3
GLRA3	3
SLC7A13	3
LRGUK	3
HTR3C	3
ATP6V0A4	3
SIGLEC6	3
NAA16	3
FNDC7	3
HIBCH	3
PHLDB2	3
TCF25	3
GTF3C1	3
BTN3A1	3
CALB1	3
PHLPP1	3
SHANK3	3
FLVCR1	3
TRIM13	3
RUSC2	3
TMC2	3
GNAS	3
REEP2	3
ASAP3	3
OR2T2	3
TP73	3
TBX4	3
MYBL1	3
TRIM58	3
HGS	3
CHTF18	3
KRT13	3
KDM6A	3
CFAP100	3
SAA1	3
NECAP1	3
RXFP1	3
MARCO	3
POPDC3	3
PCK1	3
APLP2	3
RBFOX1	3
SPAG8	3
PDX1	3
STK36	3
EFTUD2	3
CAD	3
TNS2	3
PRDM9	3
GPATCH2	3
ZNF493	3
C8B	3
ZC3H4	3
XPNPEP3	3
HSP90AB1	3
TOB1	3
KRT20	3
ZFP2	3
PDGFD	3
NOL6	3
LCAT	3
TXN2	3
RIMBP2	3
KRT75	3
TAS1R2	3
ASCC2	3
LCE1E	3
ADGRA1	3
TRAF3IP3	3
RHOBTB1	3
FTMT	3
MAP3K2	3
RUBCN	3
KIF5A	3
SLC4A11	3
GRID2	3
ACTL9	3
KIF4B	3
NPY2R	3
GUF1	3
DDR1	3
PPP6R1	3
NLRP1	3
ZBED4	3
ULK4	3
AGO4	3
SEPTIN2	3
PRAG1	3
NCAM1	3
USP2	3
XPO4	3
CARD10	3
EIF4ENIF1	3
SLC26A11	3
KCNQ5	3
FGFR4	3
ALOX12B	3
MEOX1	3
TUBA3E	3
BCL3	3
ATXN7L3	3
PRKACA	3
PRKCB	3
NCAN	3
PAK4	3
SEMA4G	3
FSHR	3
PLEKHG4	3
AP2A2	3
CCDC105	3
SLC22A15	3
BOC	3
ADAD2	3
PCDHAC1	3
ABHD8	3
GPR139	3
FOXS1	3
CHGA	3
BTLA	3
ZNF106	3
ITM2A	3
FGFBP1	3
OR4K15	3
PIGS	3
PSMF1	3
UPK3B	3
VWA3A	3
OCA2	3
USP1	3
SYNDIG1L	3
GON4L	3
SLC17A9	3
IGHV3-23	3
SERPINB4	3
FILIP1L	3
EDN1	3
TGM7	3
CLGN	3
DKK2	3
WEE2	3
TRPC1	3
REPS1	3
ZBTB11	3
FAP	3
CCDC6	3
OR5B17	3
HNRNPA3	3
PIWIL1	3
ITGAE	3
ATP2C1	3
ZDHHC17	3
TEKT3	3
IMMT	3
GGN	3
VPS50	3
LMTK3	3
SLC34A1	3
HNRNPUL2	3
MAGED1	3
AURKA	3
EPHA5	3
MAP4K5	3
CCDC50	3
ACOT12	3
SEC23A	3
E2F3	3
IGHG1	3
TNS1	3
IGHM	3
CYP11B1	3
PEG10	3
BAHD1	3
OR1J2	3
PTPRH	3
KRT10	3
PNPLA5	3
CWC27	3
ADCY4	3
CCNA1	3
OR8G5	3
SLC36A2	3
ANO6	3
AP3M2	3
HAVCR1	3
ENOX2	3
SLC17A8	3
IKBKB	3
KCNJ8	3
ATP13A3	3
MME	3
ST6GALNAC1	3
KRT35	3
SLC45A1	3
OR10A3	3
ZNF507	3
ABCC9	3
IDH2	3
FGR	3
MAPK1	3
ADGRG2	3
IBSP	3
RFC2	3
FOXN2	3
ZSWIM4	3
OR5W2	3
TVP23C	3
TIMD4	3
CLCN3	3
ODC1	3
SIGLEC12	3
KIAA0232	3
JPH2	3
SAMD4A	3
SERPINB2	3
ESS2	3
KCNJ14	3
COMMD3-BMI1	3
DYRK1B	3
LENG8	3
STK32C	3
TRAPPC10	3
ALLC	3
ELMO2	3
FCGR3B	3
IPO4	3
FAM227B	3
RBSN	3
ENPP6	3
GAS2L2	3
MERTK	3
OR1A2	3
ACHE	3
ATP2C2	3
VEPH1	3
GPAT3	3
CLK2	3
PIWIL2	3
SLC29A4	3
AICDA	3
MMP7	3
NEDD4L	3
SLC13A3	3
CNKSR2	3
PRLHR	3
TARS3	3
APCS	3
MFGE8	3
KCNN2	3
UPF3B	3
FNDC3B	3
NUP155	3
PCDHGA12	3
KRT32	3
EPSTI1	3
NXPE3	3
LCE1F	3
CCR3	3
LPO	3
ANO5	3
PLCL2	3
PRICKLE4	3
ENOSF1	3
PDCD6IP	3
IMPG2	3
PLCH2	3
ZNF100	3
OR5T2	3
ARHGEF7	3
DISP2	3
SHKBP1	3
DEF6	3
ZMYND12	3
VCP	3
UTS2R	3
AKAP9	3
GPR156	3
EMC1	3
RPS9	3
PDGFC	3
FERMT2	3
ZAP70	3
MATN4	3
TIMP4	3
MFSD5	3
PIDD1	3
PHTF1	3
SRFBP1	3
LTF	3
PHKA1	3
ERMAP	3
UGT2B7	3
TRIM29	3
GMPS	3
SLC5A8	3
PSMD12	3
LAPTM5	3
SRRM3	3
GLYAT	3
TP53BP1	3
NR4A2	3
MYBPC2	3
OBI1	3
SERPINB6	3
CSAD	3
ZBBX	3
TRNT1	3
CARD8	3
PRPF4B	3
NFAT5	3
ATP11B	3
CHST13	3
PCDHA1	3
NEURL1	3
MBD1	3
MFSD2A	3
PCBP3	3
TRIM41	3
IREB2	3
LPCAT4	3
MRPS22	3
ZNF746	3
OSBP	3
ATF4	3
WDR38	3
ELP4	3
OR6C65	3
HIPK1	3
OGA	3
ADAMTSL2	3
TAAR2	3
DNAI2	3
MVD	3
MARCHF6	3
ADAT1	3
CPA4	3
PLEKHA7	3
PLP1	3
SLC38A2	3
AMER2	3
CCDC63	3
GSDMD	3
PPP1R32	3
GRIN2D	3
FRMD6	3
SYVN1	3
SACM1L	3
UBAP2L	3
SMC1A	3
WFDC3	3
CFAP77	3
ZNF630	3
RGL1	3
STXBP5	3
GUCY1A2	3
ARMC3	3
ADGRG5	3
PRDM10	3
FAM155A	3
IFIT2	3
AGO3	3
SMAD5	3
TMCC1	3
DNAH12	3
RHOB	3
GNAZ	3
RNF216	3
CHRNA2	3
FCRLB	3
FAM13A	3
GADL1	3
CRYBA4	3
USP44	3
CYFIP2	3
RRM1	3
WDR11	3
PHYHIPL	3
ZNRF3	3
CD300LB	3
ZNF615	3
ELF3	3
PACC1	3
TMTC3	3
RPS6KB2	3
IRAK4	3
ZNF468	3
Z83844.2	3
HEATR3	3
OR10G8	3
EFL1	3
EMILIN3	3
EPC1	3
PPP4R3A	3
GRM6	3
PPARGC1B	3
CEP97	3
CCND2	3
TMEM214	3
SMAP2	3
TONSL	3
CCDC8	3
B4GALNT4	3
OR2L13	3
NCKAP1L	3
PKLR	3
MPRIP	3
SBNO2	3
OR2T1	3
GATAD2A	3
SLC20A1	3
ADAMTSL4	3
PABPC1L	3
SYT5	3
ZW10	3
CAPN9	3
MORC3	3
NMBR	3
USP8	3
ZDHHC13	3
VCX	3
LRP8	3
LYZL6	3
RPGRIP1	3
LRFN1	3
ZNF710	3
PSG6	3
CDH13	3
HSH2D	3
NXF1	3
MEGF11	3
LPIN2	3
MARF1	3
PLCXD3	3
SUPV3L1	3
FBLN1	3
WDR62	3
PPARA	3
IFNG	3
ZNF585A	3
RANGAP1	3
PLEKHA1	3
SP140	3
OAT	3
IFI44L	3
CATSPER3	3
RNF19A	3
GJB1	3
HRH3	3
MYLK2	3
TBC1D4	3
MTMR9	3
ELAC1	3
ILDR1	3
RGPD4	3
KLHDC7A	3
COG5	3
URB2	3
ARHGEF3	3
STK3	3
NR2C1	3
TMEM128	3
TMEM44	3
PTK7	3
RTP1	3
STAG2	3
ZBED2	3
CD46	3
CCAR2	3
FXR1	3
SIK2	3
C6orf15	3
BTNL9	3
CD19	3
PMS2	3
RAB3IP	3
CCT5	3
WWC1	3
ACCS	3
KCNH8	3
CTNND1	3
MCMBP	3
CARD6	3
TRIM42	3
CCDC14	3
ZPLD1	3
TADA2B	3
PXK	3
LGI2	3
HIVEP2	3
DENND1A	3
EIF5A	3
POU2F2	3
NEK9	3
DAGLA	3
GPR83	3
GBA2	3
DSG4	3
ARHGAP20	3
HS2ST1	3
INPP4B	3
DIXDC1	3
CLCN7	3
HK2	3
CCDC33	3
DDX4	3
CRLF3	3
TSKU	3
SLC6A5	3
BRAP	3
SCP2	3
MGLL	3
ASPHD1	3
PCDHB14	3
NEUROD1	3
KLHDC3	3
OR8J3	3
SUGCT	3
USP6NL	3
ZFP91	3
HSPA13	3
SENP7	3
C9	3
OR4C11	3
CNRIP1	3
CCT6B	3
OR10G2	3
OLFML2A	3
ANKZF1	3
CYFIP1	3
IFIT5	3
MAGEB18	3
SCN1B	2
EGFL7	2
TLCD4	2
SMG8	2
CLMN	2
H3C2	2
HOXB4	2
HTR1A	2
ZNF263	2
PEAR1	2
PENK	2
MED29	2
AWAT2	2
ZIC2	2
TTC7A	2
H2AW	2
NEDD1	2
ARID4A	2
OR11H6	2
CUL4B	2
JRK	2
SOX5	2
CPXCR1	2
SLCO1B1	2
MSTN	2
SRSF8	2
MUCL3	2
IGHV1-2	2
C1orf35	2
KBTBD3	2
ADPRHL1	2
FZD9	2
OR8I2	2
MCF2L2	2
SYNE3	2
PRAMEF12	2
WNK1	2
PCDHGA7	2
MLF2	2
MCM6	2
C5orf51	2
FAM53C	2
TIAM1	2
CDKN3	2
SDHAF4	2
EXOC6	2
WDR74	2
C9orf72	2
PRDM1	2
INPP5D	2
GDAP2	2
WNT3A	2
DENND2C	2
CSRNP3	2
CASP8	2
GIMAP1	2
MGAT1	2
FCRL4	2
PSMC2	2
MSGN1	2
BFSP2	2
TAF1C	2
FBF1	2
OSGEPL1	2
CD1E	2
ANKRD34B	2
RBAK	2
CLEC2B	2
FGB	2
FAM81B	2
DEPDC1B	2
GPT2	2
SNED1	2
SORBS2	2
SEMA6B	2
ZNF875	2
LRRC45	2
POU2AF1	2
RAC2	2
NMRK2	2
KIFAP3	2
LIMK1	2
ARL9	2
MEIS2	2
KLF10	2
EPS8L3	2
DUSP22	2
CMTR1	2
INPP5F	2
EIF4A2	2
LCE1D	2
MS4A15	2
ZSCAN25	2
TGFB2	2
ECH1	2
PRCC	2
HDGFL2	2
SH3BP5L	2
RBM5	2
CPNE8	2
LIPF	2
MLH1	2
ABCC12	2
OR5H6	2
ECT2	2
RTL10	2
C1RL	2
MYOG	2
CFAP92	2
ZBTB17	2
MORN1	2
MKLN1	2
ACADM	2
FBXO17	2
SNTB1	2
IQCC	2
RGS13	2
CABLES1	2
STARD5	2
MROH6	2
DAG1	2
GLRA4	2
NRXN2	2
LAMA4	2
TAB3	2
LYNX1	2
FZD4	2
RABGAP1	2
VENTX	2
OSR1	2
TFDP2	2
SERPINA10	2
MMP10	2
KIR2DL1	2
DTX3L	2
TBC1D8	2
CWC25	2
COL8A2	2
MEN1	2
VPS37B	2
RAB39A	2
PNMA3	2
PROX1	2
WIZ	2
CYP2B6	2
OR10S1	2
ARMC2	2
SLC24A3	2
OR2AE1	2
MAP11	2
DCAF4L1	2
KIFC2	2
VPS51	2
DNAI3	2
TXLNB	2
NOP10	2
NAP1L2	2
FSTL4	2
UBE3B	2
REXO4	2
SPATA19	2
USP36	2
RCBTB2	2
DDX10	2
CPNE7	2
OR4X2	2
PCDHGA9	2
TMPO	2
IL31	2
LFNG	2
ICA1	2
ZNF526	2
IMPA2	2
AMZ2	2
GPR85	2
PLEKHH1	2
FRS3	2
EDNRA	2
LGI3	2
PRAMEF14	2
IGSF5	2
WASL	2
FDX2	2
SWAP70	2
AMHR2	2
NHLH2	2
GBA3	2
KRT37	2
KLF8	2
FUT3	2
TYMP	2
RGMA	2
GRSF1	2
CD5	2
RFWD3	2
B3GALT5	2
WFIKKN2	2
AVPR1A	2
APOE	2
AP1B1	2
MCF2	2
RALGAPA2	2
OR56B1	2
HDGFL1	2
ZNF683	2
KRT7	2
PNLIPRP2	2
TPM2	2
MKNK1	2
GPR148	2
NECTIN2	2
KLK10	2
VWA5A	2
MILR1	2
RGS16	2
KRT6C	2
DLG4	2
FECH	2
OR10A6	2
ABHD12B	2
FKBP4	2
IL6R	2
ZC3H3	2
COX6B1	2
CACHD1	2
SRXN1	2
MAGEB2	2
PUM2	2
PRDM4	2
BRIP1	2
ARMC5	2
OR6S1	2
FCGR1A	2
ZNF774	2
CWF19L1	2
VPS26C	2
MROH9	2
GOLGA3	2
PLPPR4	2
ACVR2B	2
CIR1	2
LYPD3	2
ATG9B	2
EXT1	2
VRK2	2
DENND1C	2
A2ML1	2
BMPR1B	2
CLEC14A	2
DGLUCY	2
AFF3	2
TFAP4	2
NBPF1	2
IL1RL2	2
PDK4	2
HOXC11	2
BAZ1A	2
CPSF4	2
NR5A1	2
GAA	2
SLC25A22	2
ZSCAN16	2
FAM71C	2
CLSTN1	2
APBB1IP	2
TEAD3	2
SAA2-SAA4	2
TNRC6C	2
SLAMF9	2
FLAD1	2
GIPR	2
AFG1L	2
EIF2AK3	2
GIT1	2
RAD54L2	2
TRMT13	2
LCE5A	2
GPR137C	2
MTA2	2
ARID3C	2
GPR82	2
SEMA4D	2
DPEP2	2
MAGEA6	2
LONRF3	2
CKS1B	2
ZNF502	2
KIF17	2
EED	2
OR9G4	2
GLB1L	2
TAF15	2
ESYT1	2
OPA3	2
BPIFB2	2
SFT2D2	2
BACE1	2
MAP7	2
CALML6	2
REL	2
ABL2	2
C18orf54	2
SEMA3G	2
GORAB	2
LRCH3	2
MYB	2
ZNF311	2
GK5	2
AK8	2
BTNL2	2
SYMPK	2
FAM83D	2
GPX1	2
AGBL2	2
KRT33A	2
GPR78	2
PIP4P1	2
LGR4	2
ST6GAL2	2
TNS4	2
TBC1D22A	2
STAG3	2
SARDH	2
CDC45	2
GRXCR2	2
ASH2L	2
PDCD6	2
DCTN2	2
CTTNBP2NL	2
DZIP1	2
FLOT2	2
NBN	2
SWT1	2
PCSK6	2
ACO1	2
PRSS48	2
PAICS	2
BNIP5	2
C1orf158	2
PKP2	2
STPG2	2
OR5K4	2
PSMC5	2
ZNF195	2
TAS2R7	2
STOX1	2
EPN3	2
AKAP12	2
DDX58	2
HNRNPM	2
DGKI	2
AMY1C	2
COL8A1	2
PRG3	2
HSDL2	2
ATP11C	2
TRAF6	2
NME1	2
NRP1	2
MINDY1	2
SPN	2
TSTD2	2
OR10Q1	2
METTL6	2
LPIN3	2
GLRB	2
NLE1	2
TIMM44	2
AC011455.2	2
PTPRF	2
MPP1	2
NUDT13	2
LDHAL6A	2
GLRA1	2
ZHX1	2
SLC10A2	2
OR2D3	2
ASB17	2
GJB4	2
FANCA	2
ACKR1	2
SMYD1	2
NXPH1	2
UBAP2	2
CXorf56	2
MYO1C	2
C1orf112	2
TMEM179	2
CCR2	2
SP110	2
CFAP251	2
AFMID	2
PCDHGA11	2
FKRP	2
SLC30A3	2
ADAMTS15	2
KRTAP13-2	2
EXTL3	2
STXBP4	2
SMR3A	2
GPBAR1	2
PROM2	2
SAV1	2
GABBR2	2
RPL21	2
MED1	2
SLC4A9	2
ENAM	2
PPL	2
DCAF12L1	2
TPRN	2
PLAC1	2
ELANE	2
CD200R1L	2
PLD2	2
ZNF605	2
BLID	2
BMP2K	2
SULT1C4	2
INSYN2A	2
FAM71F2	2
GLI4	2
SEPHS2	2
HBG2	2
CDC25C	2
FAM78A	2
FAM160B1	2
SMAD7	2
NEURL4	2
CRNN	2
IL23A	2
NAP1L5	2
ZNF563	2
H2AZ1	2
PRSS36	2
AKNAD1	2
CAMK1G	2
MRNIP	2
RELCH	2
ZNF700	2
SPECC1L	2
FBXO8	2
HLA-E	2
MRGPRE	2
MROH7	2
ATOH1	2
MYCN	2
NDST2	2
ATG14	2
FZD7	2
HECTD2	2
MRPS35	2
SLC35C1	2
SH3TC1	2
TTC39C	2
SCAMP3	2
ECM2	2
COL10A1	2
THRAP3	2
MAP3K20	2
NUP205	2
GUSB	2
TMEM267	2
CCNB1	2
PAH	2
DBP	2
KLHDC10	2
TBX6	2
CEP295	2
SSTR3	2
ZNF544	2
PGBD4	2
MSRB1	2
ELAVL2	2
PDCD2L	2
WNT8B	2
ZNF304	2
RSPO2	2
ABI2	2
ATXN1	2
ALG5	2
SPINDOC	2
PDE7A	2
SRSF6	2
POLR1G	2
IFNB1	2
EFCAB7	2
CEP83	2
SLC26A6	2
GCFC2	2
DDX1	2
PGLYRP2	2
ITGB7	2
FFAR2	2
CEACAM1	2
YIPF7	2
CNGA2	2
SIX4	2
FOXE1	2
CCN6	2
CENATAC	2
P4HA3	2
ITFG2	2
AP3S1	2
CHMP6	2
ACSS3	2
P2RX6	2
MAST1	2
PLIN2	2
ACSM2B	2
FANCI	2
OR8D1	2
TEKT2	2
OR6B2	2
BCAS1	2
ZNF250	2
TGS1	2
TRIP10	2
DNAAF2	2
OR1L8	2
TECR	2
EIF3A	2
LMX1B	2
TUBGCP4	2
ZNF239	2
DDX53	2
PPFIBP1	2
CCDC171	2
MFSD3	2
STX10	2
MEF2A	2
TP63	2
PMP22	2
TACC1	2
NOC3L	2
EHD2	2
ZNF273	2
KRTAP5-2	2
FAM217A	2
RTL1	2
PRPS1L1	2
OR9Q2	2
HBE1	2
SCLY	2
SPRY3	2
IGFBP5	2
TSPAN9	2
SLCO2A1	2
HSF1	2
SFSWAP	2
GLUD1	2
HPGD	2
AACS	2
GSK3B	2
MACROH2A2	2
AGRP	2
SLC44A2	2
ATP6V1E1	2
GPLD1	2
FAU	2
DDX59	2
RAD1	2
ARSI	2
PSIP1	2
GRHL2	2
SNRPN	2
ZFP36L1	2
CACNB1	2
DLL3	2
TMEM177	2
TJP3	2
PHLDA1	2
GPR160	2
DPH6	2
MRPL45	2
NR1H4	2
GNPTG	2
RNASE7	2
HPD	2
MGAT4A	2
ZNHIT6	2
BEST3	2
SLC10A5	2
NR4A3	2
RDH8	2
CPA1	2
LRRC8D	2
SRSF3	2
CBARP	2
DGKH	2
SLC6A19	2
ZFP14	2
LAMP5	2
SAAL1	2
CA4	2
RBM42	2
SSU72P8	2
C1orf116	2
GAB3	2
PGBD1	2
ITIH1	2
AKR1C1	2
SHOX2	2
EMP1	2
HEY2	2
CELF1	2
LZTS1	2
HLA-DMA	2
SPATA7	2
EDC3	2
OR4K17	2
DKK3	2
ZNF8	2
NOXRED1	2
DNAJC14	2
RHOU	2
PAX8	2
ZNF721	2
NDUFB3	2
TM6SF1	2
KEL	2
UGP2	2
MED28	2
FGF23	2
NDRG2	2
AMBN	2
STK17A	2
FMNL1	2
C16orf70	2
STEAP4	2
PLEKHB2	2
DHCR24	2
GBP5	2
DTX4	2
ALG6	2
PLEKHH3	2
PPP2CA	2
HEATR6	2
TMED1	2
PLEKHG2	2
STARD8	2
SF3B4	2
KPNA5	2
CDK14	2
IDUA	2
H4C12	2
DCAF1	2
OXGR1	2
PVR	2
KLK1	2
SKAP1	2
SMARCD2	2
CPT1C	2
RPRD1A	2
SPACA3	2
DNAJB1	2
CD36	2
SERPINH1	2
FOXP4	2
ZNF132	2
KLHL10	2
GABRG3	2
PXMP4	2
ADGRF2	2
SNX27	2
BRPF3	2
TBC1D5	2
MEX3B	2
PARP12	2
SETDB1	2
PAN3	2
SGCE	2
PAPOLB	2
OR4C6	2
RFX5	2
RCOR1	2
SYTL1	2
ABHD12	2
LLGL1	2
HDC	2
TRPM5	2
RUFY2	2
ZDHHC1	2
OR8B8	2
KIAA1755	2
DKKL1	2
CKM	2
PTCHD3	2
WSB2	2
CPNE3	2
LRRC41	2
MRPL2	2
KRT84	2
PEX13	2
VAC14	2
UCP1	2
TMEM208	2
MEGF6	2
ERCC1	2
TDP2	2
STMN1	2
ZNF10	2
EVA1C	2
PNPLA7	2
RABGGTA	2
MOSPD2	2
CSPG5	2
CBWD5	2
ELF5	2
AC090517.4	2
PIH1D2	2
SPATS2L	2
FRG2B	2
SP6	2
KIF6	2
PES1	2
ZDHHC8	2
JAKMIP1	2
ST7	2
SGK3	2
TBX5	2
NRIP1	2
ZNF878	2
GART	2
LHX9	2
FPR3	2
CREB3L1	2
LAYN	2
MB21D2	2
DLK1	2
GPR12	2
OR2S2	2
SEPSECS	2
GNL2	2
TGDS	2
RNF115	2
CENPH	2
EWSR1	2
CARD18	2
HORMAD1	2
DNAAF1	2
KCNJ12	2
RBM18	2
CAVIN4	2
HSD3B1	2
PSD3	2
OR8D4	2
NR1D2	2
GBF1	2
KRTAP5-6	2
DARS1	2
IFI35	2
NELL1	2
HSP90B1	2
PPFIA1	2
OR13C3	2
FAM111B	2
THAP10	2
NTN4	2
CCDC66	2
OR10H4	2
OR13G1	2
DHRS4	2
SLC7A3	2
NIPAL4	2
WDR26	2
SENP5	2
ADAMTS6	2
ATG2A	2
SMC6	2
HS3ST4	2
CCDC59	2
ZUP1	2
ANTXR1	2
MMP28	2
CACNG4	2
TOX4	2
ANKRD13B	2
MMACHC	2
TFB1M	2
SCG2	2
SLC35G5	2
FGFRL1	2
LMLN	2
OR5AR1	2
GFRA2	2
XAB2	2
MTMR1	2
CDCA7	2
PLAT	2
SMCR8	2
LINGO3	2
RAPGEF3	2
PARP1	2
CCDC87	2
MRPL13	2
SLC38A7	2
OR7A5	2
OOSP2	2
IZUMO1R	2
CEP63	2
FAM169A	2
RBM28	2
IFNA7	2
ATP6AP1	2
AMOT	2
TBC1D16	2
VSX2	2
ZNF442	2
TNNC2	2
OR52E2	2
PI15	2
ARMC4	2
SSMEM1	2
MYOD1	2
POU4F1	2
MLPH	2
ANKEF1	2
MYLK	2
GRB7	2
SPOP	2
RNF151	2
AMY2A	2
TXNL1	2
ACTN3	2
TBX10	2
APOM	2
STAP2	2
FASTKD3	2
TFRC	2
SV2A	2
RYK	2
PRKAB2	2
PGC	2
ZC3H11A	2
EPS8	2
DNAJA4	2
HPS3	2
CEBPZ	2
PELP1	2
BICRAL	2
RAB11FIP3	2
GYPE	2
SDE2	2
CHRM5	2
B4GALT7	2
CPPED1	2
TRIM31	2
PREB	2
FIGNL2	2
HJV	2
KRTAP13-3	2
AQP5	2
EDRF1	2
TOP3B	2
MAMLD1	2
TGIF2	2
ITGBL1	2
RPF2	2
BRCC3	2
SATB1	2
C1GALT1C1	2
NCF4	2
ZBTB10	2
ZNF503	2
OR51F1	2
TCF23	2
TDP1	2
CCNO	2
REEP6	2
MTO1	2
WSB1	2
SLC1A7	2
ZNF232	2
CDA	2
OTUB1	2
SCNN1A	2
ZBTB46	2
UNC13B	2
H1-4	2
ST14	2
TRPT1	2
ESYT2	2
SCARB1	2
FAR1	2
DPEP1	2
DCUN1D5	2
RANBP10	2
ZNF510	2
USP3	2
PPDPF	2
MTAP	2
ADIPOQ	2
BARD1	2
MBNL1	2
EMCN	2
DDX60	2
KRTAP5-10	2
AADAC	2
PSG7	2
PPP1CA	2
DIP2B	2
N4BP2L2	2
LAP3	2
CAMKK2	2
RASGEF1A	2
SAMD3	2
WAS	2
TASP1	2
ACTRT2	2
GTF3C4	2
RBMXL2	2
ARMCX2	2
ZNF581	2
C12orf42	2
DLG3	2
LRP3	2
SCP2D1	2
PTPN23	2
EDN3	2
CORIN	2
FOXD4L4	2
USP49	2
CNST	2
KHDC3L	2
ALOXE3	2
MSANTD1	2
ACVR1B	2
TMEM64	2
PTDSS1	2
U2SURP	2
ASS1	2
CTDSP1	2
PLOD3	2
CD47	2
TRIB1	2
CLEC18B	2
RANBP6	2
KRT73	2
STX16	2
USP43	2
HES1	2
SLC38A9	2
CPN1	2
GATAD2B	2
UBA7	2
TMEM144	2
ALDOB	2
NUDT12	2
CES2	2
ATIC	2
MYCBPAP	2
ARMH3	2
SPATA46	2
RPAP1	2
DDX31	2
TMTC4	2
MC4R	2
OR51F2	2
TBC1D25	2
VAV1	2
CHURC1	2
THOC5	2
